Iteration	CPUTime	PhysTime	Travels
1	1	0	0.0188465549
2	1	0	0.0376931098
3	1	0	0.0565396646
4	1	0	0.0753862195
5	2	0	0.0942327744
6	2	0	0.113079329
7	2	0	0.131925884
8	3	0	0.150772439
9	3	0	0.169618994
10	3	0	0.188465549
11	3	0	0.207312104
12	3	0	0.226158659
13	4	0	0.245005213
14	4	0	0.263851768
15	4	0	0.282698323
16	4	0	0.301544878
17	4	0	0.320391433
18	5	0	0.339237988
19	5	0	0.358084543
20	5	0	0.376931098
21	5	0	0.395777652
22	5	0	0.414624207
23	6	0	0.433470762
24	6	0	0.452317317
25	6	0	0.471163872
26	6	0	0.490010427
27	6	0	0.508856982
28	7	0	0.527703537
29	7	0	0.546550091
30	7	0	0.565396646
31	7	0	0.584243201
32	7	0	0.603089756
33	8	0	0.621936311
34	8	0	0.640782866
35	8	0	0.659629421
36	8	0	0.678475976
37	9	0	0.69732253
38	9	0	0.716169085
39	9	0	0.73501564
40	9	0	0.753862195
41	9	0	0.77270875
42	10	0	0.791555305
43	10	0	0.81040186
44	10	0	0.829248415
45	10	0	0.848094969
46	10	0	0.866941524
47	10	0	0.885788079
48	11	0	0.904634634
49	11	0	0.923481189
50	11	0	0.942327744
51	11	0	0.961174299
52	11	0	0.980020854
53	11	0	0.998867408
54	11	0	1.01771396
55	12	0	1.03656052
56	12	0	1.05540707
57	12	0	1.07425363
58	12	0	1.09310018
59	12	0	1.11194674
60	12	0	1.13079329
61	13	0	1.14963985
62	13	0	1.1684864
63	13	0	1.18733296
64	13	0	1.20617951
65	13	0	1.22502607
66	13	0	1.24387262
67	14	0	1.26271918
68	14	0	1.28156573
69	14	0	1.30041229
70	14	0	1.31925884
71	14	0	1.3381054
72	14	0	1.35695195
73	14	0	1.37579851
74	15	0	1.39464506
75	15	0	1.41349162
76	15	0	1.43233817
77	15	0	1.45118473
78	15	0	1.47003128
79	15	0	1.48887784
80	16	0	1.50772439
81	16	0	1.52657094
82	16	0	1.5454175
83	16	0	1.56426405
84	16	0	1.58311061
85	16	0	1.60195716
86	17	0	1.62080372
87	17	0	1.63965027
88	17	0	1.65849683
89	17	0	1.67734338
90	17	0	1.69618994
91	20	0	1.71503649
92	21	0	1.73388305
93	21	0	1.7527296
94	21	0	1.77157616
95	21	0	1.79042271
96	21	0	1.80926927
